Species,Title,Institution,Study Title,Size (Mb),Library Name,Library Strategy,Library Source,Accession,Link 
Onthophagus taurus,dsxRNAi_F-CHE_S49,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,243.4,,RNA-Seq,TRANSCRIPTOMIC,SRX2236045,https://www.ncbi.nlm.nih.gov/sra/SRX2236045[accn]
Onthophagus taurus,ctrlRNAi_M-THE_S48,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,231.93,,RNA-Seq,TRANSCRIPTOMIC,SRX2236044,https://www.ncbi.nlm.nih.gov/sra/SRX2236044[accn]
Onthophagus taurus,ctrlRNAi_M-THE_S47,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,269.4,,RNA-Seq,TRANSCRIPTOMIC,SRX2236043,https://www.ncbi.nlm.nih.gov/sra/SRX2236043[accn]
Onthophagus taurus,ctrlRNAi_M-THE_S46,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,250.28,,RNA-Seq,TRANSCRIPTOMIC,SRX2236042,https://www.ncbi.nlm.nih.gov/sra/SRX2236042[accn]
Onthophagus taurus,ctrlRNAi_M-THE_S45,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,255.41,,RNA-Seq,TRANSCRIPTOMIC,SRX2236041,https://www.ncbi.nlm.nih.gov/sra/SRX2236041[accn]
Onthophagus taurus,ctrlRNAi_M-THE_S44,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,123.81,,RNA-Seq,TRANSCRIPTOMIC,SRX2236040,https://www.ncbi.nlm.nih.gov/sra/SRX2236040[accn]
Onthophagus taurus,ctrlRNAi_M-THE_S43,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,250.55,,RNA-Seq,TRANSCRIPTOMIC,SRX2236039,https://www.ncbi.nlm.nih.gov/sra/SRX2236039[accn]
Onthophagus taurus,ctrlRNAi_F-THE_S42,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,245.02,,RNA-Seq,TRANSCRIPTOMIC,SRX2236038,https://www.ncbi.nlm.nih.gov/sra/SRX2236038[accn]
Onthophagus taurus,ctrlRNAi_F-THE_S41,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,403.92,,RNA-Seq,TRANSCRIPTOMIC,SRX2236037,https://www.ncbi.nlm.nih.gov/sra/SRX2236037[accn]
Onthophagus taurus,ctrlRNAi_F-THE_S40,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,372.29,,RNA-Seq,TRANSCRIPTOMIC,SRX2236036,https://www.ncbi.nlm.nih.gov/sra/SRX2236036[accn]
Onthophagus taurus,ctrlRNAi_F-THE_S39,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,403.72,,RNA-Seq,TRANSCRIPTOMIC,SRX2236035,https://www.ncbi.nlm.nih.gov/sra/SRX2236035[accn]
Onthophagus taurus,ctrlRNAi_F-THE_S38,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,269.24,,RNA-Seq,TRANSCRIPTOMIC,SRX2236034,https://www.ncbi.nlm.nih.gov/sra/SRX2236034[accn]
Onthophagus taurus,ctrlRNAi_F-THE_S37,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,244.81,,RNA-Seq,TRANSCRIPTOMIC,SRX2236033,https://www.ncbi.nlm.nih.gov/sra/SRX2236033[accn]
Onthophagus taurus,dsxRNAi_M-THE_S36,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,258.4,,RNA-Seq,TRANSCRIPTOMIC,SRX2236032,https://www.ncbi.nlm.nih.gov/sra/SRX2236032[accn]
Onthophagus taurus,dsxRNAi_M-THE_S35,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,539.95,,RNA-Seq,TRANSCRIPTOMIC,SRX2236031,https://www.ncbi.nlm.nih.gov/sra/SRX2236031[accn]
Onthophagus taurus,dsxRNAi_M-THE_S34,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,259.11,,RNA-Seq,TRANSCRIPTOMIC,SRX2236030,https://www.ncbi.nlm.nih.gov/sra/SRX2236030[accn]
Onthophagus taurus,dsxRNAi_M-THE_S33,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,197.41,,RNA-Seq,TRANSCRIPTOMIC,SRX2236029,https://www.ncbi.nlm.nih.gov/sra/SRX2236029[accn]
Onthophagus taurus,dsxRNAi_M-THE_S32,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,463.29,,RNA-Seq,TRANSCRIPTOMIC,SRX2236028,https://www.ncbi.nlm.nih.gov/sra/SRX2236028[accn]
Onthophagus taurus,dsxRNAi_M-THE_S31,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,220.23,,RNA-Seq,TRANSCRIPTOMIC,SRX2236027,https://www.ncbi.nlm.nih.gov/sra/SRX2236027[accn]
Onthophagus taurus,dsxRNAi_F-THE_S30,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,229.36,,RNA-Seq,TRANSCRIPTOMIC,SRX2236026,https://www.ncbi.nlm.nih.gov/sra/SRX2236026[accn]
Onthophagus taurus,dsxRNAi_F-THE_S29,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,412.2,,RNA-Seq,TRANSCRIPTOMIC,SRX2236025,https://www.ncbi.nlm.nih.gov/sra/SRX2236025[accn]
Onthophagus taurus,dsxRNAi_F-THE_S28,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,267.59,,RNA-Seq,TRANSCRIPTOMIC,SRX2236024,https://www.ncbi.nlm.nih.gov/sra/SRX2236024[accn]
Onthophagus taurus,dsxRNAi_F-THE_S27,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,259.61,,RNA-Seq,TRANSCRIPTOMIC,SRX2236023,https://www.ncbi.nlm.nih.gov/sra/SRX2236023[accn]
Onthophagus taurus,dsxRNAi_F-THE_S26,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,240.31,,RNA-Seq,TRANSCRIPTOMIC,SRX2236022,https://www.ncbi.nlm.nih.gov/sra/SRX2236022[accn]
Onthophagus taurus,dsxRNAi_F-THE_S25,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,237.28,,RNA-Seq,TRANSCRIPTOMIC,SRX2236021,https://www.ncbi.nlm.nih.gov/sra/SRX2236021[accn]
Onthophagus taurus,ctrlRNAi_M-BRN_S24,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,253.49,,RNA-Seq,TRANSCRIPTOMIC,SRX2236020,https://www.ncbi.nlm.nih.gov/sra/SRX2236020[accn]
Onthophagus taurus,ctrlRNAi_M-BRN_S23,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,255.1,,RNA-Seq,TRANSCRIPTOMIC,SRX2236019,https://www.ncbi.nlm.nih.gov/sra/SRX2236019[accn]
Onthophagus taurus,ctrlRNAi_M-BRN_S22,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,269.06,,RNA-Seq,TRANSCRIPTOMIC,SRX2236018,https://www.ncbi.nlm.nih.gov/sra/SRX2236018[accn]
Onthophagus taurus,ctrlRNAi_M-BRN_S21,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,261.28,,RNA-Seq,TRANSCRIPTOMIC,SRX2236017,https://www.ncbi.nlm.nih.gov/sra/SRX2236017[accn]
Onthophagus taurus,ctrlRNAi_M-BRN_S20,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,250.78,,RNA-Seq,TRANSCRIPTOMIC,SRX2236016,https://www.ncbi.nlm.nih.gov/sra/SRX2236016[accn]
Onthophagus taurus,ctrlRNAi_M-BRN_S19,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,264.37,,RNA-Seq,TRANSCRIPTOMIC,SRX2236015,https://www.ncbi.nlm.nih.gov/sra/SRX2236015[accn]
Onthophagus taurus,ctrlRNAi_F-BRN_S18,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,269.34,,RNA-Seq,TRANSCRIPTOMIC,SRX2236014,https://www.ncbi.nlm.nih.gov/sra/SRX2236014[accn]
Onthophagus taurus,ctrlRNAi_F-BRN_S17,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,258.11,,RNA-Seq,TRANSCRIPTOMIC,SRX2236013,https://www.ncbi.nlm.nih.gov/sra/SRX2236013[accn]
Onthophagus taurus,ctrlRNAi_F-BRN_S16,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,295.66,,RNA-Seq,TRANSCRIPTOMIC,SRX2236012,https://www.ncbi.nlm.nih.gov/sra/SRX2236012[accn]
Onthophagus taurus,ctrlRNAi_F-BRN_S15,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,256.68,,RNA-Seq,TRANSCRIPTOMIC,SRX2236011,https://www.ncbi.nlm.nih.gov/sra/SRX2236011[accn]
Onthophagus taurus,ctrlRNAi_F-BRN_S14,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,384.33,,RNA-Seq,TRANSCRIPTOMIC,SRX2236010,https://www.ncbi.nlm.nih.gov/sra/SRX2236010[accn]
Onthophagus taurus,ctrlRNAi_F-BRN_S13,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,231.61,,RNA-Seq,TRANSCRIPTOMIC,SRX2236009,https://www.ncbi.nlm.nih.gov/sra/SRX2236009[accn]
Onthophagus taurus,dsxRNAi_M-BRN_S12,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,235.56,,RNA-Seq,TRANSCRIPTOMIC,SRX2236008,https://www.ncbi.nlm.nih.gov/sra/SRX2236008[accn]
Onthophagus taurus,dsxRNAi_M-BRN_S11,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,448.46,,RNA-Seq,TRANSCRIPTOMIC,SRX2236007,https://www.ncbi.nlm.nih.gov/sra/SRX2236007[accn]
Onthophagus taurus,dsxRNAi_M-BRN_S10,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,429.05,,RNA-Seq,TRANSCRIPTOMIC,SRX2236006,https://www.ncbi.nlm.nih.gov/sra/SRX2236006[accn]
Onthophagus taurus,dsxRNAi_M-BRN_S9,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,387.59,,RNA-Seq,TRANSCRIPTOMIC,SRX2236005,https://www.ncbi.nlm.nih.gov/sra/SRX2236005[accn]
Onthophagus taurus,dsxRNAi_M-BRN_S8,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,252.78,,RNA-Seq,TRANSCRIPTOMIC,SRX2236004,https://www.ncbi.nlm.nih.gov/sra/SRX2236004[accn]
Onthophagus taurus,dsxRNAi_M-BRN_S7,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,204.8,,RNA-Seq,TRANSCRIPTOMIC,SRX2236003,https://www.ncbi.nlm.nih.gov/sra/SRX2236003[accn]
Onthophagus taurus,dsxRNAi_F-BRN_S6,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,235.86,,RNA-Seq,TRANSCRIPTOMIC,SRX2236002,https://www.ncbi.nlm.nih.gov/sra/SRX2236002[accn]
Onthophagus taurus,dsxRNAi_F-BRN_S5,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,256.66,,RNA-Seq,TRANSCRIPTOMIC,SRX2236001,https://www.ncbi.nlm.nih.gov/sra/SRX2236001[accn]
Onthophagus taurus,dsxRNAi_F-BRN_S4,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,285.49,,RNA-Seq,TRANSCRIPTOMIC,SRX2236000,https://www.ncbi.nlm.nih.gov/sra/SRX2236000[accn]
Onthophagus taurus,dsxRNAi_F-BRN_S3,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,301.94,,RNA-Seq,TRANSCRIPTOMIC,SRX2235999,https://www.ncbi.nlm.nih.gov/sra/SRX2235999[accn]
Onthophagus taurus,dsxRNAi_F-BRN_S2,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,246.75,,RNA-Seq,TRANSCRIPTOMIC,SRX2235998,https://www.ncbi.nlm.nih.gov/sra/SRX2235998[accn]
Onthophagus taurus,dsxRNAi_F-BRN_S1,Indiana University,Transcriptomic assessment of interactions between doublesex and its target genes across sexes and tissues in horned beetles,227.32,,RNA-Seq,TRANSCRIPTOMIC,SRX2235997,https://www.ncbi.nlm.nih.gov/sra/SRX2235997[accn]
Onthophagus taurus,RNA sequencing of Onthophagus taurus whole organism sample OTAU.00-male,BCM,Onthophagus taurus RNAseq,7378.85,ICD_OTi5AM.Adult-large-Male-1_1pA,RNA-Seq,TRANSCRIPTOMIC,SRX910915,https://www.ncbi.nlm.nih.gov/sra/SRX910915[accn]
Onthophagus taurus,RNA sequencing of Onthophagus taurus whole organism sample OTAU.00-female,BCM,Onthophagus taurus RNAseq,6676.39,ICD_OTi5AM.Adult-Female-1_1pA,RNA-Seq,TRANSCRIPTOMIC,SRX910914,https://www.ncbi.nlm.nih.gov/sra/SRX910914[accn]
Onthophagus taurus,RNA sequencing of Onthophagus taurus whole organism sample OTAU.00-male-pupa,BCM,Onthophagus taurus RNAseq,6648.71,ICD_OTi5AM.pupa-large-male-1_1pA,RNA-Seq,TRANSCRIPTOMIC,SRX910913,https://www.ncbi.nlm.nih.gov/sra/SRX910913[accn]
Onthophagus taurus,WGS sequencing of Onthophagus taurus male,BCM,Onthophagus taurus Genome sequencing and assembly,2960.21,IWG_OTi5AM.OtMadult2-1_2pA_2,WGS,GENOMIC,SRX498134,https://www.ncbi.nlm.nih.gov/sra/SRX498134[accn]
Onthophagus taurus,WGS sequencing of Onthophagus taurus male,BCM,Onthophagus taurus Genome sequencing and assembly,575.16,IWG_OTi5AM.OtMadult2-1_2pA_1,WGS,GENOMIC,SRX498133,https://www.ncbi.nlm.nih.gov/sra/SRX498133[accn]
Onthophagus taurus,WGS sequencing of Onthophagus taurus male,BCM,Onthophagus taurus Genome sequencing and assembly,7463.08,IWG_OTi5AM.OtMadult2-1_3mA,RNA-Seq,TRANSCRIPTOMIC,SRX498132,https://www.ncbi.nlm.nih.gov/sra/SRX498132[accn]
Onthophagus taurus,WGS sequencing of Onthophagus taurus male,BCM,Onthophagus taurus Genome sequencing and assembly,10889.91,IWG_OTi5AM.OtMadult2-1_1pA,WGS,GENOMIC,SRX498131,https://www.ncbi.nlm.nih.gov/sra/SRX498131[accn]
Onthophagus taurus,WGS sequencing of Onthophagus taurus female,BCM,Onthophagus taurus Genome sequencing and assembly,3929.17,IWG_OTi5AM.OtFadult2-1_1mA,RNA-Seq,TRANSCRIPTOMIC,SRX497454,https://www.ncbi.nlm.nih.gov/sra/SRX497454[accn]
Onthophagus taurus,454 sequencing of Onthophagus taurus cDNA,Indiana University,Horned beetle Onthophagus taurus ESTs,1620.99,cdna,FL-cDNA,TRANSCRIPTOMIC,SRX016319,https://www.ncbi.nlm.nih.gov/sra/SRX016319[accn]
Onychothecus tridentigeris,OntriSTL10225,University of Helsinki,Historical DNA of Dung Beatles (Coleoptera:Scarabaeidae:Scarabaeinae),53.74,S694,Targeted-Capture,GENOMIC,SRX22207679,https://www.ncbi.nlm.nih.gov/sra/SRX22207679[accn]
Oxysternon conspicillatum,O.conspicillatum transcriptome,University of Quindio,Oxysternon conspicillatum Assembly,2060.6,Oxysternon_conspicillatum,RNA-Seq,TRANSCRIPTOMIC,SRX2035476,https://www.ncbi.nlm.nih.gov/sra/SRX2035476[accn]
Phanaeus dejeani,PdejPH043,University of Helsinki,Historical DNA of Dung Beatles (Coleoptera:Scarabaeidae:Scarabaeinae),350.97,S13736,Targeted-Capture,GENOMIC,SRX22207680,https://www.ncbi.nlm.nih.gov/sra/SRX22207680[accn]
Phanaeus vindex,Phanaeus vindex genome long reads,University of Tennessee,Phanaeus vindex isolate:Not applicable Genome sequencing,5670.44,PV_genome_ccs_reads,WGS,GENOMIC,SRX33635004,https://www.ncbi.nlm.nih.gov/sra/SRX33635004[accn]
Phanaeus vindex,Phaneaus vindex adult females,University of British Columbia,Transcriptomic responses of Phanaeus vindex to temperature fluctuation,2327.43,Low_E_001,RNA-Seq,TRANSCRIPTOMIC,SRX9235135,https://www.ncbi.nlm.nih.gov/sra/SRX9235135[accn]
Phanaeus vindex,Phaneaus vindex adult females,University of British Columbia,Transcriptomic responses of Phanaeus vindex to temperature fluctuation,2583.09,Low_D_001,RNA-Seq,TRANSCRIPTOMIC,SRX9235134,https://www.ncbi.nlm.nih.gov/sra/SRX9235134[accn]
Phanaeus vindex,Phaneaus vindex adult females,University of British Columbia,Transcriptomic responses of Phanaeus vindex to temperature fluctuation,2239.77,Low_C_001,RNA-Seq,TRANSCRIPTOMIC,SRX9235133,https://www.ncbi.nlm.nih.gov/sra/SRX9235133[accn]
Phanaeus vindex,Phaneaus vindex adult females,University of British Columbia,Transcriptomic responses of Phanaeus vindex to temperature fluctuation,2592.14,Low_B_001,RNA-Seq,TRANSCRIPTOMIC,SRX9235132,https://www.ncbi.nlm.nih.gov/sra/SRX9235132[accn]
